40.65500, -73.95000, 40.66000, -73.94500, 0.000, 0.000, 0.500, 1.000, -0.106
40.65500, -73.94500, 40.66000, -73.94000, 0.000, 0.000, 0.500, 1.000, -0.106
40.65500, -73.94000, 40.66000, -73.93500, 0.000, 0.000, 0.500, 1.000, -0.106
40.65500, -73.93500, 40.66000, -73.93000, 0.000, 0.000, 0.500, 1.000, -0.106
40.65500, -73.93000, 40.66000, -73.92500, 0.000, 0.000, 0.500, 1.000, -0.106
40.65500, -73.92500, 40.66000, -73.92000, 0.000, 0.000, 0.500, 1.000, -0.106
40.65500, -73.92000, 40.66000, -73.91500, 0.000, 0.000, 0.500, 1.000, -0.106
40.65500, -73.91500, 40.66000, -73.91000, 0.000, 0.000, 0.500, 1.000, -0.106
40.65500, -73.91000, 40.66000, -73.90500, 0.000, 0.000, 0.500, 1.000, -0.106
40.65500, -73.90500, 40.66000, -73.90000, 0.000, 0.000, 0.500, 1.000, -0.106
40.65500, -73.90000, 40.66000, -73.89500, 0.000, 0.000, 0.500, 1.000, -0.106
40.65500, -73.89500, 40.66000, -73.89000, 0.000, 0.000, 0.500, 1.000, -0.106
40.65500, -73.89000, 40.66000, -73.88500, 0.000, 0.000, 0.500, 1.000, -0.106
40.65500, -73.88500, 40.66000, -73.88000, 0.000, 0.000, 0.500, 1.000, -0.106
40.65500, -73.88000, 40.66000, -73.87500, 0.000, 0.000, 0.500, 1.000, -0.106
40.65500, -73.87500, 40.66000, -73.87000, 0.000, 0.000, 0.500, 1.000, -0.106
40.65500, -73.87000, 40.66000, -73.86500, 0.000, 0.000, 0.500, 1.000, -0.106
40.65500, -73.86500, 40.66000, -73.86000, 0.000, 0.000, 0.500, 1.000, -0.106
40.65500, -73.86000, 40.66000, -73.85500, 0.000, 0.000, 0.500, 1.000, -0.106
40.65500, -73.85500, 40.66000, -73.85000, 0.000, 0.000, 0.500, 1.000, -0.106
40.65500, -73.85000, 40.66000, -73.84500, 0.000, 0.000, 0.500, 1.000, -0.106
40.65500, -73.84500, 40.66000, -73.84000, 0.000, 0.000, 0.500, 1.000, -0.106
40.65500, -73.84000, 40.66000, -73.83500, 0.000, 0.000, 0.500, 1.000, -0.106
40.65500, -73.83500, 40.66000, -73.83000, 0.000, 0.000, 0.500, 1.000, -0.106
40.65500, -73.83000, 40.66000, -73.82500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -74.02500, 40.66500, -74.02000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -74.02000, 40.66500, -74.01500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -74.01500, 40.66500, -74.01000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -74.01000, 40.66500, -74.00500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -74.00500, 40.66500, -74.00000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -74.00000, 40.66500, -73.99500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -73.99500, 40.66500, -73.99000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -73.99000, 40.66500, -73.98500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -73.98500, 40.66500, -73.98000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -73.98000, 40.66500, -73.97500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -73.97500, 40.66500, -73.97000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -73.97000, 40.66500, -73.96500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -73.96500, 40.66500, -73.96000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -73.96000, 40.66500, -73.95500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -73.95500, 40.66500, -73.95000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -73.95000, 40.66500, -73.94500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -73.94500, 40.66500, -73.94000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -73.94000, 40.66500, -73.93500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -73.93500, 40.66500, -73.93000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -73.93000, 40.66500, -73.92500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -73.92500, 40.66500, -73.92000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -73.92000, 40.66500, -73.91500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -73.91500, 40.66500, -73.91000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -73.91000, 40.66500, -73.90500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -73.90500, 40.66500, -73.90000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -73.90000, 40.66500, -73.89500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -73.89500, 40.66500, -73.89000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -73.89000, 40.66500, -73.88500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -73.88500, 40.66500, -73.88000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -73.88000, 40.66500, -73.87500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -73.87500, 40.66500, -73.87000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -73.87000, 40.66500, -73.86500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -73.86500, 40.66500, -73.86000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -73.86000, 40.66500, -73.85500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -73.85500, 40.66500, -73.85000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -73.85000, 40.66500, -73.84500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -73.84500, 40.66500, -73.84000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -73.84000, 40.66500, -73.83500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -73.83500, 40.66500, -73.83000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66000, -73.83000, 40.66500, -73.82500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -74.02500, 40.67000, -74.02000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -74.02000, 40.67000, -74.01500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -74.01500, 40.67000, -74.01000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -74.01000, 40.67000, -74.00500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -74.00500, 40.67000, -74.00000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -74.00000, 40.67000, -73.99500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -73.99500, 40.67000, -73.99000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -73.99000, 40.67000, -73.98500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -73.98500, 40.67000, -73.98000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -73.98000, 40.67000, -73.97500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -73.97500, 40.67000, -73.97000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -73.97000, 40.67000, -73.96500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -73.96500, 40.67000, -73.96000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -73.96000, 40.67000, -73.95500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -73.95500, 40.67000, -73.95000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -73.95000, 40.67000, -73.94500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -73.94500, 40.67000, -73.94000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -73.94000, 40.67000, -73.93500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -73.93500, 40.67000, -73.93000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -73.93000, 40.67000, -73.92500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -73.92500, 40.67000, -73.92000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -73.92000, 40.67000, -73.91500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -73.91500, 40.67000, -73.91000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -73.91000, 40.67000, -73.90500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -73.90500, 40.67000, -73.90000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -73.90000, 40.67000, -73.89500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -73.89500, 40.67000, -73.89000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -73.89000, 40.67000, -73.88500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -73.88500, 40.67000, -73.88000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -73.88000, 40.67000, -73.87500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -73.87500, 40.67000, -73.87000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -73.87000, 40.67000, -73.86500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -73.86500, 40.67000, -73.86000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -73.86000, 40.67000, -73.85500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -73.85500, 40.67000, -73.85000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -73.85000, 40.67000, -73.84500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -73.84500, 40.67000, -73.84000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -73.84000, 40.67000, -73.83500, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -73.83500, 40.67000, -73.83000, 0.000, 0.000, 0.500, 1.000, -0.106
40.66500, -73.83000, 40.67000, -73.82500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -74.02500, 40.67500, -74.02000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -74.02000, 40.67500, -74.01500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -74.01500, 40.67500, -74.01000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -74.01000, 40.67500, -74.00500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -74.00500, 40.67500, -74.00000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -74.00000, 40.67500, -73.99500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -73.99500, 40.67500, -73.99000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -73.99000, 40.67500, -73.98500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -73.98500, 40.67500, -73.98000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -73.98000, 40.67500, -73.97500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -73.97500, 40.67500, -73.97000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -73.97000, 40.67500, -73.96500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -73.96500, 40.67500, -73.96000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -73.96000, 40.67500, -73.95500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -73.95500, 40.67500, -73.95000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -73.95000, 40.67500, -73.94500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -73.94500, 40.67500, -73.94000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -73.94000, 40.67500, -73.93500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -73.93500, 40.67500, -73.93000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -73.93000, 40.67500, -73.92500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -73.92500, 40.67500, -73.92000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -73.92000, 40.67500, -73.91500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -73.91500, 40.67500, -73.91000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -73.91000, 40.67500, -73.90500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -73.90500, 40.67500, -73.90000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -73.90000, 40.67500, -73.89500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -73.89500, 40.67500, -73.89000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -73.89000, 40.67500, -73.88500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -73.88500, 40.67500, -73.88000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -73.88000, 40.67500, -73.87500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -73.87500, 40.67500, -73.87000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -73.87000, 40.67500, -73.86500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -73.86500, 40.67500, -73.86000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -73.86000, 40.67500, -73.85500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -73.85500, 40.67500, -73.85000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -73.85000, 40.67500, -73.84500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -73.84500, 40.67500, -73.84000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -73.84000, 40.67500, -73.83500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -73.83500, 40.67500, -73.83000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67000, -73.83000, 40.67500, -73.82500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67500, -74.02500, 40.68000, -74.02000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67500, -74.02000, 40.68000, -74.01500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67500, -74.01500, 40.68000, -74.01000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67500, -74.01000, 40.68000, -74.00500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67500, -74.00500, 40.68000, -74.00000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67500, -74.00000, 40.68000, -73.99500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67500, -73.99500, 40.68000, -73.99000, 0.490, 1.000, 0.478, 1.000, 0.000
40.67500, -73.99000, 40.68000, -73.98500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67500, -73.98500, 40.68000, -73.98000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67500, -73.98000, 40.68000, -73.97500, 0.490, 1.000, 0.478, 1.000, 0.000
40.67500, -73.97500, 40.68000, -73.97000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67500, -73.97000, 40.68000, -73.96500, 0.490, 1.000, 0.478, 1.000, 0.000
40.67500, -73.96500, 40.68000, -73.96000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67500, -73.96000, 40.68000, -73.95500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67500, -73.95500, 40.68000, -73.95000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67500, -73.95000, 40.68000, -73.94500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67500, -73.94500, 40.68000, -73.94000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67500, -73.94000, 40.68000, -73.93500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67500, -73.93500, 40.68000, -73.93000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67500, -73.93000, 40.68000, -73.92500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67500, -73.92500, 40.68000, -73.92000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67500, -73.92000, 40.68000, -73.91500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67500, -73.91500, 40.68000, -73.91000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67500, -73.91000, 40.68000, -73.90500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67500, -73.90500, 40.68000, -73.90000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67500, -73.90000, 40.68000, -73.89500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67500, -73.89500, 40.68000, -73.89000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67500, -73.89000, 40.68000, -73.88500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67500, -73.88500, 40.68000, -73.88000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67500, -73.88000, 40.68000, -73.87500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67500, -73.87500, 40.68000, -73.87000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67500, -73.87000, 40.68000, -73.86500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67500, -73.86500, 40.68000, -73.86000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67500, -73.86000, 40.68000, -73.85500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67500, -73.85500, 40.68000, -73.85000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67500, -73.85000, 40.68000, -73.84500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67500, -73.84500, 40.68000, -73.84000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67500, -73.84000, 40.68000, -73.83500, 0.000, 0.000, 0.500, 1.000, -0.106
40.67500, -73.83500, 40.68000, -73.83000, 0.000, 0.000, 0.500, 1.000, -0.106
40.67500, -73.83000, 40.68000, -73.82500, 0.000, 0.000, 0.500, 1.000, -0.106
40.68000, -74.02500, 40.68500, -74.02000, 0.000, 0.000, 0.500, 1.000, -0.106
40.68000, -74.02000, 40.68500, -74.01500, 0.000, 0.000, 0.500, 1.000, -0.106
40.68000, -74.01500, 40.68500, -74.01000, 0.000, 0.000, 0.500, 1.000, -0.106
40.68000, -74.01000, 40.68500, -74.00500, 0.000, 0.000, 0.500, 1.000, -0.106
40.68000, -74.00500, 40.68500, -74.00000, 0.000, 0.000, 0.500, 1.000, -0.106
40.68000, -74.00000, 40.68500, -73.99500, 0.000, 0.000, 0.500, 1.000, -0.106
40.68000, -73.99500, 40.68500, -73.99000, 0.490, 1.000, 0.478, 1.000, 0.000
40.68000, -73.99000, 40.68500, -73.98500, 0.490, 1.000, 0.478, 1.000, 0.000
40.68000, -73.98500, 40.68500, -73.98000, 0.000, 0.000, 0.500, 1.000, -0.106
40.68000, -73.98000, 40.68500, -73.97500, 0.490, 1.000, 0.478, 1.000, 0.000
40.68000, -73.97500, 40.68500, -73.97000, 0.490, 1.000, 0.478, 1.000, 0.000
40.68000, -73.97000, 40.68500, -73.96500, 0.000, 0.000, 0.500, 1.000, -0.106
40.68000, -73.96500, 40.68500, -73.96000, 0.000, 0.000, 0.500, 1.000, -0.106
40.68000, -73.96000, 40.68500, -73.95500, 0.000, 0.000, 0.500, 1.000, -0.106
40.68000, -73.95500, 40.68500, -73.95000, 0.000, 0.000, 0.500, 1.000, -0.106
40.68000, -73.95000, 40.68500, -73.94500, 0.000, 0.000, 0.500, 1.000, -0.106
40.68000, -73.94500, 40.68500, -73.94000, 0.000, 0.000, 0.500, 1.000, -0.106
40.68000, -73.94000, 40.68500, -73.93500, 0.000, 0.000, 0.500, 1.000, -0.106
40.68000, -73.93500, 40.68500, -73.93000, 0.000, 0.000, 0.500, 1.000, -0.106
40.68000, -73.93000, 40.68500, -73.92500, 0.000, 0.000, 0.500, 1.000, -0.106
40.68000, -73.92500, 40.68500, -73.92000, 0.000, 0.000, 0.500, 1.000, -0.106
40.68000, -73.92000, 40.68500, -73.91500, 0.000, 0.000, 0.500, 1.000, -0.106
40.68000, -73.91500, 40.68500, -73.91000, 0.000, 0.000, 0.500, 1.000, -0.106
40.68000, -73.91000, 40.68500, -73.90500, 0.000, 0.000, 0.500, 1.000, -0.106
40.68000, -73.90500, 40.68500, -73.90000, 0.000, 0.000, 0.500, 1.000, -0.106
40.68000, -73.90000, 40.68500, -73.89500, 0.000, 0.000, 0.500, 1.000, -0.106
40.68000, -73.89500, 40.68500, -73.89000, 0.000, 0.000, 0.500, 1.000, -0.106
40.68000, -73.89000, 40.68500, -73.88500, 0.000, 0.000, 0.500, 1.000, -0.106
40.68000, -73.88500, 40.68500, -73.88000, 0.000, 0.000, 0.500, 1.000, -0.106
40.68000, -73.88000, 40.68500, -73.87500, 0.000, 0.000, 0.500, 1.000, -0.106
40.68000, -73.87500, 40.68500, -73.87000, 0.000, 0.000, 0.500, 1.000, -0.106
40.68000, -73.87000, 40.68500, -73.86500, 0.000, 0.000, 0.500, 1.000, -0.106
40.68000, -73.86500, 40.68500, -73.86000, 0.000, 0.000, 0.500, 1.000, -0.106
40.68000, -73.86000, 40.68500, -73.85500, 0.000, 0.000, 0.500, 1.000, -0.106
40.68000, -73.85500, 40.68500, -73.85000, 0.000, 0.000, 0.500, 1.000, -0.106
40.68000, -73.85000, 40.68500, -73.84500, 0.000, 0.000, 0.500, 1.000, -0.106
40.68000, -73.84500, 40.68500, -73.84000, 0.000, 0.000, 0.500, 1.000, -0.106
40.68000, -73.84000, 40.68500, -73.83500, 0.000, 0.000, 0.500, 1.000, -0.106
40.68000, -73.83500, 40.68500, -73.83000, 0.000, 0.000, 0.500, 1.000, -0.106
40.68000, -73.83000, 40.68500, -73.82500, 0.000, 0.000, 0.500, 1.000, -0.106
40.68500, -74.02500, 40.69000, -74.02000, 0.000, 0.000, 0.500, 1.000, -0.106
40.68500, -74.02000, 40.69000, -74.01500, 0.000, 0.000, 0.500, 1.000, -0.106
40.68500, -74.01500, 40.69000, -74.01000, 0.000, 0.000, 0.500, 1.000, -0.106
40.68500, -74.01000, 40.69000, -74.00500, 0.000, 0.000, 0.500, 1.000, -0.106
40.68500, -74.00500, 40.69000, -74.00000, 0.000, 0.000, 0.500, 1.000, -0.106
40.68500, -74.00000, 40.69000, -73.99500, 0.000, 0.000, 0.500, 1.000, -0.106
40.68500, -73.99500, 40.69000, -73.99000, 0.490, 1.000, 0.478, 1.000, 0.000
40.68500, -73.99000, 40.69000, -73.98500, 0.490, 1.000, 0.478, 1.000, 0.000
40.68500, -73.98500, 40.69000, -73.98000, 0.490, 1.000, 0.478, 1.000, 0.000
40.68500, -73.98000, 40.69000, -73.97500, 0.490, 1.000, 0.478, 1.000, 0.000
40.68500, -73.97500, 40.69000, -73.97000, 0.490, 1.000, 0.478, 1.000, 0.000
